Tweet:lihat magnus chase ... lihat price tag ... ummmmmm ... im fine ... yas ... ok ... 	 ReaderName:maya_มะยๅ 	 ReaderScreenName:mypxckyyy 	 ReaderId:261068778 	 userLocation:my cave 	 FollowersCount:464 	 FriendsCount:245 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-27 03:09:19 
Tweet:i tried reading magnus chase and i really really like it but i keep getting distracted so i'll stop at chapter 6 and continue another time 	 ReaderName:chanel #2 	 ReaderScreenName:pxmxlxf 	 ReaderId:1574958014 	 userLocation:down and to the left 	 FollowersCount:411 	 FriendsCount:339 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 15:30:33 
Tweet:Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer:
https://t.co/12dSwMfmdA #FridayReads #MagnusChase https://t.co/CgTw3nMsIP 	 ReaderName:PlusCompare.com 	 ReaderScreenName:PlusCompare 	 ReaderId:298286532 	 userLocation:United States 	 FollowersCount:4523 	 FriendsCount:4053 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 15:30:05 
Tweet:MY SISTER HAS A COPY OF MAGNUS CHASE OMG IM TORN BETWEEN MY PLATES AND READING THAT BOOK 	 ReaderName:sophia louise✨ 	 ReaderScreenName:SophiePaskyyy 	 ReaderId:2729795269 	 userLocation: 	 FollowersCount:201 	 FriendsCount:215 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 15:25:41 
Tweet:RT @CultBoxTV: Win! Follow @CultBoxTV and RT for chance to win 'Magnus Chase &amp; the Sword of Summer' books - http://t.co/nSOcNFXubf http://t… 	 ReaderName:Carolyn Corrin 	 ReaderScreenName:Victreebel21 	 ReaderId:1327364874 	 userLocation: 	 FollowersCount:434 	 FriendsCount:1876 	 CreatedTime:False 	 Retweeted:685 	 RetweetCount:2015-10-23 15:14:27 
Tweet:@jsscmaureen @Biebs1D5SOS hahaha have you read magnus chase? its so expensive! 	 ReaderName:Major Tom 	 ReaderScreenName:iamseaweedbrain 	 ReaderId:3004174506 	 userLocation:At the back of le book shelf 	 FollowersCount:235 	 FriendsCount:216 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 15:08:33 
Tweet:Can't wait till Percy gives me a copy of Magnus Chase for Christmas 	 ReaderName:nyja 	 ReaderScreenName:greenweirdor 	 ReaderId:2833023169 	 userLocation:somewhere in ph 	 FollowersCount:66 	 FriendsCount:102 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 15:02:48 
Tweet:What I need right now: Magnus Chase and the Hammer of Thor. Just finished the sword of summer and it was amazing! So worth it 	 ReaderName:kara zor-el 	 ReaderScreenName:btrxobrien 	 ReaderId:84546155 	 userLocation:beacon hills.  	 FollowersCount:15122 	 FriendsCount:14521 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 15:01:39 
Tweet:Today is the last day to enter our Teen Read Week contests to win an autographed copy of Magnus Chase. Stop by the library today! 	 ReaderName:O'Connor HS Library 	 ReaderScreenName:oconnorlibrary 	 ReaderId:3317241242 	 userLocation:Helotes, TX 	 FollowersCount:27 	 FriendsCount:22 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 14:44:39 
Tweet:@crzykhrys Greek Gods lang to not Magnus Chase huhu luv me pls 	 ReaderName:CHOK 	 ReaderScreenName:erikahmaee 	 ReaderId:2991014060 	 userLocation:@Wajabey 	 FollowersCount:290 	 FriendsCount:282 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 14:41:55 
Tweet:Weekend Read - Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer https://t.co/hyLCM2WeUn 	 ReaderName:Becky B. 	 ReaderScreenName:GeckyBoz 	 ReaderId:23960505 	 userLocation:Nebraska 	 FollowersCount:508 	 FriendsCount:829 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 14:19:50 
Tweet:Magnus Chase and The Gods of Asgard: The Sword of Summer https://t.co/sOsSiBMNpg https://t.co/tWVmv7Ek12 	 ReaderName:Kidzworld 	 ReaderScreenName:kidzworld 	 ReaderId:6483772 	 userLocation:Vancouver 	 FollowersCount:4014 	 FriendsCount:4141 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 14:03:47 
Tweet:RT @camphalfblood: Photo: It appears we have an Italian cover for Magnus Chase. Title has been changed to The Sword of the... https://t.co/… 	 ReaderName:|Ρεrcγ| 	 ReaderScreenName:inlovewjthbooks 	 ReaderId:1846297790 	 userLocation:Neverlαnd 	 FollowersCount:3443 	 FriendsCount:3686 	 CreatedTime:False 	 Retweeted:87 	 RetweetCount:2015-10-23 13:59:08 
Tweet:@NCSLMA to be read? Definitely Magnus Chase 	 ReaderName:Veronica Williams 	 ReaderScreenName:csbookfair 	 ReaderId:3675245596 	 userLocation: 	 FollowersCount:12 	 FriendsCount:26 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 13:50:44 
Tweet:Finally going to start reading Magnus Chase! 	 ReaderName:Cris. 	 ReaderScreenName:prezthaliagrace 	 ReaderId:2994199119 	 userLocation: 	 FollowersCount:99 	 FriendsCount:162 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 13:47:14 
Tweet:Halfway done with Magnus Chase. My back hurts from sitting all day. Is there a rune for this? @camphalfblood 	 ReaderName:✨bubu 	 ReaderScreenName:LouisseCarreon 	 ReaderId:145954842 	 userLocation:MNL • CVT 	 FollowersCount:9216 	 FriendsCount:341 	 CreatedTime:False 	 Retweeted:1 	 RetweetCount:2015-10-23 13:39:43 
Tweet:#FridayReads @camphalfblood's first Magnus Chase book. 	 ReaderName:Anthony Cardno 	 ReaderScreenName:talekyn 	 ReaderId:22819871 	 userLocation:NJ, except when I'm not. 	 FollowersCount:1768 	 FriendsCount:1874 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 13:39:33 
Tweet:Rick Riordan does it again 😂😂😂 Chapter 48 of Magnus Chase @camphalfblood https://t.co/DTlWIyOvNB 	 ReaderName:Hannah Villaruz 	 ReaderScreenName:hannahvillaruz_ 	 ReaderId:49249461 	 userLocation:DVO, PH 	 FollowersCount:276 	 FriendsCount:344 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 13:20:13 
Tweet:HAPPIEST BIRTHDAY TO THE AWESOMEST FELLOW FAN GIRL @elliefaante I HOPE U HAD A GREAT DAY!! { AND I HOPE UR READNG MAGNUS CHASE BC } 	 ReaderName:Mary Kayle 	 ReaderScreenName:marykayyle 	 ReaderId:390664285 	 userLocation:CEB 	 FollowersCount:699 	 FriendsCount:582 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 13:19:45 
Tweet:RT @nbsalert: #NBSfinds THE SWORD OF SUMMER, MAGNUS CHASE AND THE GODS OF ASGARD BOOK 1 by @camphalfblood (TP - P545; HC - P839). https://t… 	 ReaderName:★ツ Rafael Robiso ツ★ 	 ReaderScreenName:MR_RafaelRobiso 	 ReaderId:2289076422 	 userLocation:San Jose City, Nueva Ecija  	 FollowersCount:149 	 FriendsCount:42 	 CreatedTime:False 	 Retweeted:13 	 RetweetCount:2015-10-23 13:09:53 
Tweet:I think I'm going to buy Magnus Chase!!! OMG OMG hahaha Thank you victorias city 	 ReaderName:latrishimus dorsi 	 ReaderScreenName:trishaaaaaaadoj 	 ReaderId:2946450199 	 userLocation:Camp Half-Blood 	 FollowersCount:147 	 FriendsCount:205 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 12:50:18 
Tweet:I just happened to see copies of Magnus Chase so I grabbed one and bought it. 20% off pala. So yay okay hahaha 	 ReaderName:PS ( ͡° ʖ ͡° ) 	 ReaderScreenName:ailamae12 	 ReaderId:235948196 	 userLocation: 	 FollowersCount:515 	 FriendsCount:730 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 12:50:04 
Tweet:Hi, Norse. – Reading Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer by Rick Riordan — https://t.co/lJXEIJ7QJO 	 ReaderName:Nanda R. Prayudha 	 ReaderScreenName:Nanda_Prayudha 	 ReaderId:499544824 	 userLocation: 	 FollowersCount:275 	 FriendsCount:195 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 12:25:59 
Tweet:magnus chase is more sassy than percy af 	 ReaderName:patricia bobadilla 	 ReaderScreenName:pattiemmxix 	 ReaderId:2956711303 	 userLocation:in the corners of your mind 	 FollowersCount:197 	 FriendsCount:227 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 12:22:09 
Tweet:To self-indulgence!!!! 💗💗 (Thank you @seebelgira for the Magnus Chase hihi) https://t.co/LFqfFguTXB 	 ReaderName:Jennifer Joyce Eti 	 ReaderScreenName:Joooyyyce 	 ReaderId:45749683 	 userLocation:Pasig City 	 FollowersCount:227 	 FriendsCount:194 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 12:14:02 
Tweet:RT @nbsalert: #NBSfinds THE SWORD OF SUMMER, MAGNUS CHASE AND THE GODS OF ASGARD BOOK 1 by @camphalfblood (TP - P545; HC - P839). https://t… 	 ReaderName:Cassiopeia Sullivan 	 ReaderScreenName:Dyosaaakooo 	 ReaderId:1377165608 	 userLocation:Manila, Philippines 	 FollowersCount:1085 	 FriendsCount:756 	 CreatedTime:False 	 Retweeted:13 	 RetweetCount:2015-10-23 12:03:28 
Tweet:no i'm not going to order i need money for magnus chase jausjskk 	 ReaderName:clovis 	 ReaderScreenName:MINHE0L 	 ReaderId:155185055 	 userLocation:f(샤이니 엑소 레드벨벳) 	 FollowersCount:1461 	 FriendsCount:841 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 12:02:09 
Tweet:Kahit "Magnus Chase","Forgive me, Leonard Peacock", and "Another Day" man langgggg :( 	 ReaderName:Lhey Anne Tabin 	 ReaderScreenName:lhey_miserables 	 ReaderId:210845981 	 userLocation: 	 FollowersCount:483 	 FriendsCount:440 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 11:53:16 
Tweet:RT @nbsalert: #NBSfinds THE SWORD OF SUMMER, MAGNUS CHASE AND THE GODS OF ASGARD BOOK 1 by @camphalfblood (TP - P545; HC - P839). https://t… 	 ReaderName:jus. 	 ReaderScreenName:jaysaysgoaway 	 ReaderId:2855389146 	 userLocation:221B Baker St.• @winglesstyles 	 FollowersCount:793 	 FriendsCount:684 	 CreatedTime:False 	 Retweeted:13 	 RetweetCount:2015-10-23 11:50:33 
Tweet:Wanna read Magnus Chase and the Sword of Summer:3 	 ReaderName:¤Rhea¤ 	 ReaderScreenName:itssrheeaaasnow 	 ReaderId:439764732 	 userLocation:Philippines 	 FollowersCount:177 	 FriendsCount:829 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 11:47:25 
Tweet:RT @nbsalert: #NBSfinds THE SWORD OF SUMMER, MAGNUS CHASE AND THE GODS OF ASGARD BOOK 1 by @camphalfblood (TP - P545; HC - P839). https://t… 	 ReaderName:(h)um(e) wut? 	 ReaderScreenName:tiya_atisu 	 ReaderId:101723412 	 userLocation:Camp Half-Blood 	 FollowersCount:374 	 FriendsCount:349 	 CreatedTime:False 	 Retweeted:13 	 RetweetCount:2015-10-23 11:46:08 
Tweet:RT @nbsalert: #NBSfinds THE SWORD OF SUMMER, MAGNUS CHASE AND THE GODS OF ASGARD BOOK 1 by @camphalfblood (TP - P545; HC - P839). https://t… 	 ReaderName:ig: ayrapirante 	 ReaderScreenName:ayraness 	 ReaderId:39939654 	 userLocation:Camp Half-Blood 	 FollowersCount:382 	 FriendsCount:277 	 CreatedTime:False 	 Retweeted:13 	 RetweetCount:2015-10-23 11:45:37 
Tweet:RT @nbsalert: #NBSfinds THE SWORD OF SUMMER, MAGNUS CHASE AND THE GODS OF ASGARD BOOK 1 by @camphalfblood (TP - P545; HC - P839). https://t… 	 ReaderName:allen p. 	 ReaderScreenName:tpoballen 	 ReaderId:629182682 	 userLocation:@lorenmae23 	 FollowersCount:319 	 FriendsCount:456 	 CreatedTime:False 	 Retweeted:13 	 RetweetCount:2015-10-23 11:45:00 
Tweet:RT @nbsalert: #NBSfinds THE SWORD OF SUMMER, MAGNUS CHASE AND THE GODS OF ASGARD BOOK 1 by @camphalfblood (TP - P545; HC - P839). https://t… 	 ReaderName:AWESAM Ω 	 ReaderScreenName:Samdvng 	 ReaderId:769876543 	 userLocation:Cabin7,CampHalfBlood 	 FollowersCount:1036 	 FriendsCount:1969 	 CreatedTime:False 	 Retweeted:13 	 RetweetCount:2015-10-23 11:43:54 
Tweet:RT @nbsalert: #NBSfinds THE SWORD OF SUMMER, MAGNUS CHASE AND THE GODS OF ASGARD BOOK 1 by @camphalfblood (TP - P545; HC - P839). https://t… 	 ReaderName:Opera Ghost 	 ReaderScreenName:SulfurTEllurium 	 ReaderId:2679579300 	 userLocation:Alicante, Idris  	 FollowersCount:113 	 FriendsCount:145 	 CreatedTime:False 	 Retweeted:13 	 RetweetCount:2015-10-23 11:43:08 
Tweet:RT @nbsalert: #NBSfinds THE SWORD OF SUMMER, MAGNUS CHASE AND THE GODS OF ASGARD BOOK 1 by @camphalfblood (TP - P545; HC - P839). https://t… 	 ReaderName:J ♠ 	 ReaderScreenName:Emperome 	 ReaderId:311413318 	 userLocation:corner rather than center 	 FollowersCount:710 	 FriendsCount:291 	 CreatedTime:False 	 Retweeted:13 	 RetweetCount:2015-10-23 11:42:51 
Tweet:#NBSfinds THE SWORD OF SUMMER, MAGNUS CHASE AND THE GODS OF ASGARD BOOK 1 by @camphalfblood (TP - P545; HC - P839). https://t.co/fwT5jHrHCB 	 ReaderName:National Book Store 	 ReaderScreenName:nbsalert 	 ReaderId:26466927 	 userLocation:Philippines 	 FollowersCount:82110 	 FriendsCount:421 	 CreatedTime:False 	 Retweeted:13 	 RetweetCount:2015-10-23 11:41:26 
Tweet:I want carry on and magnus chase 	 ReaderName:Francis Alvarez 	 ReaderScreenName:ohmyfrancois 	 ReaderId:246697651 	 userLocation:I Know Places 	 FollowersCount:1271 	 FriendsCount:1709 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 11:23:56 
Tweet:@tyleroakley Don't beat Magnus Chase!, 	 ReaderName:Wisdom Studios 	 ReaderScreenName:wisdom_studios 	 ReaderId:3171550157 	 userLocation:NYC 	 FollowersCount:70 	 FriendsCount:154 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 11:16:33 
Tweet:@camphalfblood Just a quick question. Will there be a cross between Magnus Chase and Percy Jackson in the Magnus Chase series? 	 ReaderName:Amber Herrod 	 ReaderScreenName:AmberHerrod 	 ReaderId:3751203137 	 userLocation: 	 FollowersCount:1 	 FriendsCount:6 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 11:15:07 
Tweet:RT @MightaZerie: #Giveaway RT+ Follow to win Greek Heroes &amp; Magnus Chase PB with a CHB Tee! Ends 10/31. May the gods be in your favor. http… 	 ReaderName:asdf lol 	 ReaderScreenName:fredi154323 	 ReaderId:4008527387 	 userLocation: 	 FollowersCount:48 	 FriendsCount:298 	 CreatedTime:False 	 Retweeted:377 	 RetweetCount:2015-10-23 11:01:21 
Tweet:RT @MightaZerie: #Giveaway RT+ Follow to win Greek Heroes &amp; Magnus Chase PB with a CHB Tee! Ends 10/31. May the gods be in your favor. http… 	 ReaderName:Lara Jean 	 ReaderScreenName:ruthmanlangt 	 ReaderId:609945613 	 userLocation:221B Baker St. 	 FollowersCount:342 	 FriendsCount:380 	 CreatedTime:False 	 Retweeted:377 	 RetweetCount:2015-10-23 11:01:20 
Tweet:Sometimes, the only way to start a new life is to die . 
Magnus Chase by Rick Riordan.
Available at #LibertyBooks https://t.co/aHRRNEacC2 	 ReaderName:Liberty Books 	 ReaderScreenName:LibertyBooks_ 	 ReaderId:264030082 	 userLocation:Pakistan 	 FollowersCount:6654 	 FriendsCount:850 	 CreatedTime:False 	 Retweeted:1 	 RetweetCount:2015-10-23 11:00:46 
Tweet:im reading magnus chase and hes such a cinnamon roll im- 🙏🙏 	 ReaderName:☆acid☆ 	 ReaderScreenName:itsnucleicacid 	 ReaderId:1098183086 	 userLocation:England/Poland 	 FollowersCount:29 	 FriendsCount:59 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 10:48:22 
Tweet:@Samdvng I STOPPED READING SA SON OF NEPTUNE AND MATAGAL NA PANAHON NA YON HUHU my bro collects them i started with pjo may magnus chase sya 	 ReaderName:✫·˚ * jess .·˚ *✧ 	 ReaderScreenName:thejessset_ 	 ReaderId:76904931 	 userLocation: 	 FollowersCount:1394 	 FriendsCount:827 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 10:02:09 
Tweet:RT NYMediaWorks: .camphalfblood writes for ... https://t.co/8ahTv9FQAP #kidlit #MagnusChase #literacy #whyiwrite … https://t.co/vmgDZuPJ9z 	 ReaderName:Burhanuddin 	 ReaderScreenName:ThisIsBurhan 	 ReaderId:3122526479 	 userLocation:Lahore Lahore Aye 	 FollowersCount:8167 	 FriendsCount:262 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 09:53:33 
Tweet:RT @NYMediaWorks: .@camphalfblood writes for ... https://t.co/tLcCX01dLB #kidlit #MagnusChase #literacy #whyiwrite #middlegrade https://t.c… 	 ReaderName:Seale Ballenger 	 ReaderScreenName:SHB6964 	 ReaderId:16873576 	 userLocation:ÜT: 40.723021,-74.038889 	 FollowersCount:1935 	 FriendsCount:1564 	 CreatedTime:False 	 Retweeted:5 	 RetweetCount:2015-10-23 09:51:30 
Tweet:saw a copy of magnus chase at our local bookstore today and i was so tempted to buy it even saw a copy of six of crows aaaahhh #porkidtulaga 	 ReaderName:Syd Pascua 	 ReaderScreenName:MAXIM0FFS 	 ReaderId:2375726196 	 userLocation:Paperweight 	 FollowersCount:306 	 FriendsCount:153 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 09:35:14 
Tweet:MY MOTHER JUST BOUGHT MAGNUS CHASE YAAAAAS 	 ReaderName:fandoomed 	 ReaderScreenName:pxarabatai 	 ReaderId:3704974994 	 userLocation:{multifandom} 	 FollowersCount:13 	 FriendsCount:43 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 09:29:07 
Tweet:I JUST FINISHED MAGNUS CHASE THIS IS NOT OKAY 	 ReaderName:hawkeye 	 ReaderScreenName:WICKEDimmune 	 ReaderId:2889784634 	 userLocation:pop punk ftw 	 FollowersCount:137 	 FriendsCount:458 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 09:19:17 
Tweet:@Kenthepanda No hihi that one is from Magnus Chase 😂 Riordan is doing Norse Mythology 	 ReaderName:Gen Lapinid ϟ 	 ReaderScreenName:gnvvmrlpnd 	 ReaderId:40883944 	 userLocation:Ormoc City, PH 	 FollowersCount:575 	 FriendsCount:444 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 09:19:09 
Tweet:@camphalfblood the chapter 72 of Magnus Chase… you win it uncle✌😁 	 ReaderName:Dwiki 	 ReaderScreenName:dwikihalla 	 ReaderId:211449302 	 userLocation:Cupboard under the stairs 	 FollowersCount:2243 	 FriendsCount:786 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 09:14:28 
Tweet:arafatshafi91 : PowerbooksStore: #PBlikes THE SWORD OF SUMMER, MAGNUS CHASE AND THE GODS O… https://t.co/5xKJOBJZkF) https://t.co/ZLN0xFeMlI 	 ReaderName:SHAFIQUL HAQUE 	 ReaderScreenName:shafiqulhaque87 	 ReaderId:2741494858 	 userLocation:Dhaka, Bangladesh 	 FollowersCount:261 	 FriendsCount:419 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 09:07:01 
Tweet:PowerbooksStore: #PBlikes THE SWORD OF SUMMER, MAGNUS CHASE AND THE GODS OF ASGARD BOOK 1 by Rick Riordan (camphal… https://t.co/YdYsKCrEEF 	 ReaderName:arafat shafi 	 ReaderScreenName:arafatshafi91 	 ReaderId:3304625181 	 userLocation: 	 FollowersCount:429 	 FriendsCount:434 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 09:05:56 
Tweet:@camphalfblood Magnus Chase is amazing! Haha ♡ 	 ReaderName:jessie 	 ReaderScreenName:jessiessus 	 ReaderId:1534694888 	 userLocation:Guarulhos, São Paulo 	 FollowersCount:94 	 FriendsCount:153 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 08:58:41 
Tweet:#PBlikes THE SWORD OF SUMMER, MAGNUS CHASE AND THE GODS OF ASGARD BOOK 1 by Rick Riordan (@camphalfblood).... https://t.co/xuVpuHFKMZ 	 ReaderName:Powerbooks 	 ReaderScreenName:PowerbooksStore 	 ReaderId:42557227 	 userLocation:Philippines 	 FollowersCount:34436 	 FriendsCount:77 	 CreatedTime:False 	 Retweeted:1 	 RetweetCount:2015-10-23 08:52:01 
Tweet:so exited off to get my copy of Magnus Chase Sword of Summer woo :D #PJO @camphalfblood 	 ReaderName:Elliot Shorey  	 ReaderScreenName:elliotshorey1 	 ReaderId:557835356 	 userLocation:England 	 FollowersCount:40 	 FriendsCount:24 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 08:38:20 
Tweet:RT @donyapotpot: I'm not sure if I'm encouraged or discouraged to read Magnus Chase. @djarell_17 https://t.co/bQkREIEcz5 	 ReaderName:Djan Magbanua 	 ReaderScreenName:djarell_17 	 ReaderId:822391927 	 userLocation: 	 FollowersCount:111 	 FriendsCount:395 	 CreatedTime:False 	 Retweeted:1 	 RetweetCount:2015-10-23 08:16:46 
Tweet:Oh. Oh. OH. OF COURSE MAGNUS CHASE IS ANNABETH CHASE'S COUSIN. OF COURSE. 	 ReaderName:Erlita Putranti 	 ReaderScreenName:erlitaputranti 	 ReaderId:42386022 	 userLocation:In the closet of your mind 	 FollowersCount:527 	 FriendsCount:402 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 08:00:53 
Tweet:RT @camphalfblood: Photo: It appears we have an Italian cover for Magnus Chase. Title has been changed to The Sword of the... https://t.co/… 	 ReaderName:gentil Cronos 	 ReaderScreenName:__Alexandra__S 	 ReaderId:634984860 	 userLocation: 	 FollowersCount:103 	 FriendsCount:398 	 CreatedTime:False 	 Retweeted:87 	 RetweetCount:2015-10-23 07:52:48 
Tweet:im desperate for rick riordan to release the next book in the magnus chase series agh 	 ReaderName:marianne 	 ReaderScreenName:_mrnnsrmnt 	 ReaderId:551707150 	 userLocation: 	 FollowersCount:697 	 FriendsCount:514 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 07:21:03 
Tweet:Still. Not. Finished. Magnus. Chase. Read. Swors. Of. Summer. Ha. Ha .ha #SHAME 	 ReaderName:Sakura 	 ReaderScreenName:sakura_fngrl 	 ReaderId:3164825124 	 userLocation:quantum realm 	 FollowersCount:494 	 FriendsCount:302 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 06:55:12 
Tweet:Magnus Chase and the Gods of Asgard, Book 1: ... by Rick Riordan https://t.co/Nnxxv0whfo https://t.co/KIFuPlpvzj 	 ReaderName:CrazyWWWMaster 	 ReaderScreenName:crazywwwmaster 	 ReaderId:3908955917 	 userLocation:World Wide Web 	 FollowersCount:1231 	 FriendsCount:3064 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 06:45:55 
Tweet:RT @_hannacamilon: go read our book review on Magnus Chase by @camphalfblood! 📚 make sure to read it here!😊 https://t.co/lgdeCCVymy #bookbl… 	 ReaderName:bæ 	 ReaderScreenName:x_martax 	 ReaderId:1670521987 	 userLocation:Polska 	 FollowersCount:1197 	 FriendsCount:2009 	 CreatedTime:False 	 Retweeted:1 	 RetweetCount:2015-10-23 06:27:05 
Tweet:I had hoped Magnus Chase wouldn't be clueless and knows what he's doing. Someone like Nico Di Angelo would make an interesting protagonist. 	 ReaderName:Erlita Putranti 	 ReaderScreenName:erlitaputranti 	 ReaderId:42386022 	 userLocation:In the closet of your mind 	 FollowersCount:527 	 FriendsCount:402 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 06:08:42 
Tweet:Then I died. The end. — Magnus Chase | Rick Riordan 😍📖 https://t.co/Q0epv0x9qo 	 ReaderName:1+1=GD 	 ReaderScreenName:janairoaj 	 ReaderId:293353003 	 userLocation: 	 FollowersCount:464 	 FriendsCount:271 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 06:08:21 
Tweet:omg but i saw a girl today with magnus chase and we had like a second of how good pjo and hoo is 	 ReaderName:spøøky clace 	 ReaderScreenName:pilotnjh 	 ReaderId:983750706 	 userLocation:always keep fighting  	 FollowersCount:11309 	 FriendsCount:4959 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 06:04:57 
Tweet:blank space and i know places by taylor swift now playing in Nidavellir.hahaha 
now reading Magnus Chase ❤❤❤
@camphalfblood 	 ReaderName:sheryl castro 	 ReaderScreenName:SherylCastro14 	 ReaderId:3246383676 	 userLocation: 	 FollowersCount:24 	 FriendsCount:127 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 06:03:47 
Tweet:magnus chase is haha 	 ReaderName:metanoic 	 ReaderScreenName:andreaaquartz 	 ReaderId:1139382001 	 userLocation:Steven's Universe  	 FollowersCount:227 	 FriendsCount:240 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 05:35:18 
Tweet:Already the #MagnusChase fan-art is A+ like Hearth by Redemsi @camphalfblood #FanArtFriday https://t.co/BXphRFEL8a https://t.co/8iXFONFFgz 	 ReaderName:PenguinTeenAus 	 ReaderScreenName:PenguinTeenAus 	 ReaderId:154361529 	 userLocation:Australia 	 FollowersCount:9802 	 FriendsCount:975 	 CreatedTime:False 	 Retweeted:2 	 RetweetCount:2015-10-23 04:32:39 
Tweet:Snuggling up in my PJs about to finish Girl Online On Tour by @Zozeebo &amp; read some of Magnus Chase &amp; The Gods of Asgard:Sword of Summer 😀 	 ReaderName:Victoria 	 ReaderScreenName:victoria6747 	 ReaderId:3284106949 	 userLocation: 	 FollowersCount:40 	 FriendsCount:130 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 04:18:50 
Tweet:@camphalfblood haven't disappointed me n started an yet amazing trilogy. 
But when I compared the Magnus chase one to the others, I (2/4) 	 ReaderName:Anshuman Jha 	 ReaderScreenName:SmAnshuman 	 ReaderId:564398186 	 userLocation:Earth 	 FollowersCount:19 	 FriendsCount:58 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 04:18:24 
Tweet:@camphalfblood reading Magnus Chase and the Arrow reference made me smile like nothing else 😂 	 ReaderName:ABIGAIL 	 ReaderScreenName:niall_lilacc 	 ReaderId:2204088233 	 userLocation: 	 FollowersCount:99 	 FriendsCount:165 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 04:09:27 
Tweet:Magnus Chase And The Gods Of Asgard, Book The Sword Of … : https://t.co/KH4LvaPBql .,, 	 ReaderName: Sofia Lawson 	 ReaderScreenName:sofia_lawson5 	 ReaderId:924164694 	 userLocation: 	 FollowersCount:18972 	 FriendsCount:18920 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-23 03:33:37 
